label,polid,pixid,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15
Corn,31188,82363,0.3916718388031064,0.2900008188213186,0.2699457793252348,0.2210512729832867,0.27861148525626295,0.5353686089515582,0.7834071990689088,0.9080258338086503,0.8215589034406625,0.7896002947718245,0.7030965565485621,0.5292070375384372,0.4730114322781588,0.45054805131179176,0.48675377906272366
Corn,31188,82364,0.34159058952330146,0.28544301308398085,0.29950537227550206,0.2507539836037173,0.2801608062370394,0.5879851385805976,0.876563610716518,0.8186111615985646,0.8966746358920342,0.8295788664877927,0.6970789226773778,0.5020595022891337,0.36710748534103327,0.3633886040980555,0.37707410774670624
Corn,31188,82365,0.35221003884063473,0.30101509553008926,0.3134586675405971,0.2050830344227536,0.32650665778621396,0.6633143131982666,0.8759811927562156,0.8725717688077358,0.9127706304642204,0.7857022583956427,0.6945458911532143,0.5969580646773665,0.47871221050421264,0.41164178620915415,0.48868400279121504
Corn,31188,82366,0.35814774800761007,0.3591015299686254,0.2731200325955425,0.21002813839271922,0.28249644556398323,0.675573356880042,0.8467165147146684,0.8343433005360651,0.8096872061850254,0.774506590782201,0.7344836741270371,0.4886869053671369,0.4018299642689406,0.3821672963150358,0.4130170467131907
Corn,31188,82367,0.3972788118111129,0.32295868556918206,0.30734129348174666,0.2884104651446657,0.37012010567453135,0.6871987639203238,0.883092195711255,0.8177912233888487,0.910221136540952,0.8451415165718728,0.722610660195923,0.5668980418598456,0.42096059057076735,0.396709119084396,0.4117318319009561
Corn,31188,82368,0.3522796028444502,0.3809564012152842,0.22904890714334875,0.20777215863898604,0.35918134701059956,0.7196851230064409,0.811212072282996,0.9168201805176512,0.8910483083615068,0.8653974058052902,0.716882377714935,0.5628099583685369,0.5095056008271697,0.46064150047590324,0.3946264908210322
Corn,31188,82369,0.3944760131376963,0.35936620102643635,0.2731352106690722,0.278737837453826,0.2915666577732048,0.6797767353064907,0.8379175132130336,0.8735339521204698,0.8176711202684178,0.7850999707733953,0.7175847900293977,0.5435289692609498,0.4657255371077244,0.41055889181352545,0.39645141377003756
Corn,31188,82370,0.3947932712512854,0.2952805213543053,0.3211889135484461,0.2760306924203394,0.28312789901209373,0.6550113977191573,0.817577061807149,0.9116191995838008,0.8503566389091405,0.7872867782405373,0.7632385945449417,0.513417452248359,0.4194411120743781,0.4043244635182177,0.39675709022662137
Corn,31188,82371,0.3510593690135525,0.2850724747485827,0.22917021508670077,0.2380477429344493,0.3105309238913808,0.6761168708669734,0.8127049581546242,0.8219197285527668,0.9117950554765499,0.8550051182602787,0.7290807516703138,0.610941626741425,0.4662257622399479,0.43460931212522536,0.4654657307185852
Corn,31188,82372,0.39873363016175917,0.2992308786221526,0.24337375615332202,0.23384965110571723,0.49150894491972963,0.8327394732818872,0.8303957464030344,0.8307550803096415,0.8965460308723086,0.8172161272474258,0.7456080762688478,0.6148836529390267,0.4413972416698493,0.43404416373723775,0.4728090028441855
Corn,31189,82373,0.46293794925007903,0.3589567296057017,0.27439759589741053,0.2617069526415088,0.39115826453436614,0.4713945172226832,0.6785599687762947,0.8658912079597544,0.9002693009568441,0.7776740229837839,0.7744509301132891,0.684513824011897,0.5618607920406248,0.5899071175972537,0.6226183852397993
Corn,31189,82374,0.5587996343429842,0.3592477793646338,0.35387696800278207,0.242163995841368,0.2776051361766238,0.41606761175997686,0.6974591487323316,0.7640017597856574,0.8007596570720832,0.780428476130443,0.7774457600622999,0.5962438116445193,0.5771669813991585,0.616666897311108,0.5346949018493298
Corn,31189,82375,0.4643935518249195,0.40111351594909883,0.2738199479791822,0.24813406189124543,0.27256564195636673,0.41064715602432394,0.6326260377984418,0.7731229832725985,0.8681323215273089,0.8564433038845716,0.8108584418023728,0.6347984324303235,0.5290094956368294,0.5336310923187653,0.6209627252815377
Corn,31189,82376,0.49445012117026366,0.4307236994943686,0.2638038076010405,0.23302518796546556,0.3645294600302077,0.41555089485244906,0.6607943703277522,0.8502116438120082,0.7928681465837568,0.767609161755282,0.7278365856311224,0.6403628787234762,0.5121449607832627,0.5563890646847047,0.5267194224962987
Corn,31189,82377,0.5041306458960103,0.36633163040952976,0.28054328915614246,0.3460413865138502,0.3222248320142579,0.49020858060220274,0.6914022726996701,0.883454764275794,0.8727297788745354,0.890882792254061,0.7280423232351263,0.6522917772457244,0.640215695870286,0.5459287196371793,0.6289305208518992
Corn,31189,82378,0.46092495532460703,0.35647219379622974,0.3450183479292014,0.3020974654325171,0.30487502418889373,0.500550623395828,0.6323740367394907,0.7670619691689707,0.8952346951052185,0.8211320933257527,0.7490448920603731,0.5815425175947984,0.5089657738826312,0.6082269520585089,0.5991930974451678
Corn,31189,82379,0.5437135647307005,0.35439056088624565,0.3351607695538349,0.23222127038443582,0.2988986931400961,0.42386587517200514,0.6387500127868387,0.7487534155865849,0.8157021757699086,0.8364734848124353,0.7044532349756646,0.6211389709995263,0.5568960315945208,0.5613801442033901,0.6243878442689204
Corn,31189,82380,0.49322229225251213,0.3624650345442275,0.26873676230914345,0.27355946624589383,0.2768812997884909,0.454274312155118,0.6619580132084848,0.7724549359815673,0.854323834965943,0.8535617247364965,0.683470757548679,0.5660960729908842,0.5555366598914444,0.5251107078972181,0.5276190562731533
Corn,31189,82381,0.48474383382691266,0.36077570834911277,0.36006870463563656,0.23496967236944324,0.2820398472608414,0.4056548249982316,0.7243773432372006,0.7930049470221017,0.8009911132292267,0.8238736706888993,0.7034985970379157,0.6500407501907404,0.5268031292772204,0.5524817641265587,0.5333707332704665
Corn,31189,82382,0.4592013873232359,0.37841895871237635,0.3136333463862514,0.23634732941614878,0.2987471606150326,0.40717929156476074,0.7118713183548943,0.763111291329419,0.796371213798434,0.7923313890684329,0.7795281495365347,0.5724900050168543,0.5122565799066556,0.5201196054691641,0.5302229188868068
Corn,31190,82383,0.4302935876305307,0.3884287297784252,0.21243495303828921,0.1713828676487849,0.21365870343852505,0.2692254389254808,0.4512603055079155,0.5795807871128078,0.7864719641644304,0.7753203448222027,0.6966037994308479,0.6531856701651066,0.5185023186303208,0.47501359580166913,0.4441163419954922
Corn,31190,82384,0.3849599719607405,0.3036265404487303,0.3113878555748363,0.25086860817526546,0.16074820044577012,0.18706413939426092,0.30757094014626,0.5376755358175567,0.7442003533293615,0.7382408822819034,0.6965691780605742,0.5976453680050102,0.4979768026776781,0.4661599686697796,0.4543168745675442
Corn,31190,82385,0.3990417641820798,0.3737250825194477,0.2577384822242031,0.20020217310573307,0.1817259162990271,0.2122500518085913,0.4473665550846607,0.6107410833177664,0.7334850918928357,0.8308295684949648,0.7214350900321547,0.6322124359877155,0.5158762749976193,0.5281058431092576,0.4702382994763925
Corn,31190,82386,0.41691008933349266,0.2967427538969224,0.2653658429752481,0.20095246298488495,0.16488163376126405,0.19210746498507478,0.3970046234729375,0.6517389234643585,0.7176354746663337,0.8224768976571276,0.7447354169338828,0.6125759722658926,0.5080243456054278,0.47332041831193294,0.4571991867345359
Corn,31190,82387,0.3877304242028541,0.36538992371402584,0.21566522800304802,0.17346232098794395,0.16567518901319564,0.1987800669349146,0.3452572196236848,0.6050330983757923,0.7199647191018128,0.7484782719529753,0.7882201873962903,0.61497758893909,0.5113110310387848,0.5385465041656846,0.45803692891321224
Corn,31190,82388,0.4821483618441416,0.30046466116325105,0.213813565057126,0.2019940124401202,0.24934518410044731,0.19334890536629795,0.3468508985963413,0.5516537633109699,0.7151594959507637,0.7508187821473303,0.7219231763533718,0.6337171043071823,0.5808117933317474,0.4753896792653042,0.5315843309728473
