pixid,noisy,label
20078,False,Corn
20079,False,Corn
20080,False,Corn
20081,False,Corn
20082,False,Corn
20083,False,Corn
20084,False,Corn
20085,False,Corn
20086,False,Corn
20087,False,Corn
20088,True,Corn_Ensilage
20089,True,Corn_Ensilage
20090,True,Corn_Ensilage
20091,True,Corn_Ensilage
20092,True,Corn_Ensilage
20093,True,Corn_Ensilage
20094,True,Corn_Ensilage
20095,True,Corn_Ensilage
20096,True,Corn_Ensilage
20097,True,Corn_Ensilage
20098,True,Corn_Ensilage
20099,True,Corn_Ensilage
20100,True,Corn_Ensilage
20101,True,Corn_Ensilage
20102,True,Corn_Ensilage
20103,True,Corn_Ensilage
20104,True,Corn_Ensilage
20105,True,Corn_Ensilage
20106,True,Corn_Ensilage
20107,True,Corn_Ensilage
20108,True,Corn_Ensilage
20109,True,Corn_Ensilage
20110,True,Corn_Ensilage
20111,True,Corn_Ensilage
20112,True,Corn_Ensilage
20113,True,Corn_Ensilage
20114,True,Corn_Ensilage
20115,True,Corn_Ensilage
20116,True,Corn_Ensilage
20117,True,Corn_Ensilage
20118,False,Corn
20119,False,Corn
20120,False,Corn
20121,False,Corn
20122,False,Corn
20123,False,Corn
20124,False,Corn
20125,False,Corn
20126,False,Corn
20127,False,Corn
20128,True,Corn_Ensilage
20129,True,Corn_Ensilage
20130,True,Corn_Ensilage
20131,True,Corn_Ensilage
20132,True,Corn_Ensilage
20133,True,Corn_Ensilage
20134,True,Corn_Ensilage
20135,True,Corn_Ensilage
20136,True,Corn_Ensilage
20137,True,Corn_Ensilage
20138,False,Corn
20139,False,Corn
20140,False,Corn
20141,False,Corn
20142,False,Corn
20143,False,Corn
20144,False,Corn
20145,False,Corn
20146,False,Corn
20147,False,Corn
20148,True,Corn_Ensilage
20149,True,Corn_Ensilage
20150,True,Corn_Ensilage
20151,True,Corn_Ensilage
20152,True,Corn_Ensilage
20153,True,Corn_Ensilage
20154,True,Corn_Ensilage
20155,True,Corn_Ensilage
20156,True,Corn_Ensilage
20157,True,Corn_Ensilage
20158,True,Corn_Ensilage
20159,True,Corn_Ensilage
20160,True,Corn_Ensilage
20161,True,Corn_Ensilage
20162,True,Corn_Ensilage
20163,True,Corn_Ensilage
20164,True,Corn_Ensilage
20165,True,Corn_Ensilage
20166,True,Corn_Ensilage
20167,True,Corn_Ensilage
20168,True,Corn_Ensilage
20169,True,Corn_Ensilage
20170,True,Corn_Ensilage
20171,True,Corn_Ensilage
20172,True,Corn_Ensilage
20173,True,Corn_Ensilage
20174,True,Corn_Ensilage
20175,True,Corn_Ensilage
20176,True,Corn_Ensilage
20177,True,Corn_Ensilage
20178,True,Corn_Ensilage
20179,True,Corn_Ensilage
20180,True,Corn_Ensilage
20181,True,Corn_Ensilage
20182,True,Corn_Ensilage
20183,True,Corn_Ensilage
20184,True,Corn_Ensilage
20185,True,Corn_Ensilage
20186,True,Corn_Ensilage
20187,True,Corn_Ensilage
20188,False,Corn
20189,False,Corn
20190,False,Corn
20191,False,Corn
20192,False,Corn
20193,False,Corn
20194,False,Corn
20195,False,Corn
20196,False,Corn
20197,False,Corn
20198,True,Corn_Ensilage
20199,True,Corn_Ensilage
20200,True,Corn_Ensilage
20201,True,Corn_Ensilage
20202,True,Corn_Ensilage
20203,True,Corn_Ensilage
20204,True,Corn_Ensilage
20205,True,Corn_Ensilage
20206,True,Corn_Ensilage
20207,True,Corn_Ensilage
20208,True,Corn_Ensilage
20209,True,Corn_Ensilage
20210,True,Corn_Ensilage
20211,True,Corn_Ensilage
20212,True,Corn_Ensilage
20213,True,Corn_Ensilage
20214,True,Corn_Ensilage
20215,True,Corn_Ensilage
20216,True,Corn_Ensilage
20217,True,Corn_Ensilage
20218,True,Corn_Ensilage
20219,True,Corn_Ensilage
20220,True,Corn_Ensilage
20221,True,Corn_Ensilage
20222,True,Corn_Ensilage
20223,True,Corn_Ensilage
20224,True,Corn_Ensilage
20225,True,Corn_Ensilage
20226,True,Corn_Ensilage
20227,True,Corn_Ensilage
20228,True,Corn_Ensilage
20229,True,Corn_Ensilage
20230,True,Corn_Ensilage
20231,True,Corn_Ensilage
20232,True,Corn_Ensilage
20233,True,Corn_Ensilage
20234,True,Corn_Ensilage
20235,True,Corn_Ensilage
20236,True,Corn_Ensilage
20237,True,Corn_Ensilage
20238,False,Corn
20239,False,Corn
20240,False,Corn
20241,False,Corn
20242,False,Corn
20243,False,Corn
20244,False,Corn
20245,False,Corn
20246,False,Corn
20247,False,Corn
20248,False,Corn
20249,False,Corn
20250,False,Corn
20251,False,Corn
20252,False,Corn
20253,False,Corn
20254,False,Corn
20255,False,Corn
20256,False,Corn
20257,False,Corn
20258,True,Corn_Ensilage
20259,True,Corn_Ensilage
20260,True,Corn_Ensilage
20261,True,Corn_Ensilage
20262,True,Corn_Ensilage
20263,True,Corn_Ensilage
20264,True,Corn_Ensilage
20265,True,Corn_Ensilage
20266,True,Corn_Ensilage
20267,True,Corn_Ensilage
20268,True,Corn_Ensilage
20269,True,Corn_Ensilage
20270,True,Corn_Ensilage
20271,True,Corn_Ensilage
20272,True,Corn_Ensilage
20273,True,Corn_Ensilage
20274,True,Corn_Ensilage
20275,True,Corn_Ensilage
20276,True,Corn_Ensilage
20277,True,Corn_Ensilage
20278,True,Corn_Ensilage
20279,True,Corn_Ensilage
20280,True,Corn_Ensilage
20281,True,Corn_Ensilage
20282,True,Corn_Ensilage
20283,True,Corn_Ensilage
20284,True,Corn_Ensilage
20285,True,Corn_Ensilage
20286,True,Corn_Ensilage
20287,True,Corn_Ensilage
20288,True,Corn_Ensilage
20289,True,Corn_Ensilage
20290,True,Corn_Ensilage
20291,True,Corn_Ensilage
20292,True,Corn_Ensilage
20293,True,Corn_Ensilage
20294,True,Corn_Ensilage
20295,True,Corn_Ensilage
20296,True,Corn_Ensilage
20297,True,Corn_Ensilage
20298,False,Corn
20299,False,Corn
20300,False,Corn
20301,False,Corn
20302,False,Corn
20303,False,Corn
20304,False,Corn
20305,False,Corn
20306,False,Corn
20307,False,Corn
20308,True,Corn_Ensilage
20309,True,Corn_Ensilage
20310,True,Corn_Ensilage
20311,True,Corn_Ensilage
20312,True,Corn_Ensilage
20313,True,Corn_Ensilage
20314,True,Corn_Ensilage
20315,True,Corn_Ensilage
20316,True,Corn_Ensilage
20317,True,Corn_Ensilage
20318,True,Corn_Ensilage
20319,True,Corn_Ensilage
20320,True,Corn_Ensilage
20321,True,Corn_Ensilage
20322,True,Corn_Ensilage
20323,True,Corn_Ensilage
20324,True,Corn_Ensilage
20325,True,Corn_Ensilage
20326,True,Corn_Ensilage
20327,True,Corn_Ensilage
20328,True,Corn_Ensilage
20329,True,Corn_Ensilage
20330,True,Corn_Ensilage
20331,True,Corn_Ensilage
20332,True,Corn_Ensilage
20333,True,Corn_Ensilage
20334,True,Corn_Ensilage
20335,True,Corn_Ensilage
20336,True,Corn_Ensilage
20337,True,Corn_Ensilage
20338,True,Corn_Ensilage
20339,True,Corn_Ensilage
20340,True,Corn_Ensilage
20341,True,Corn_Ensilage
20342,True,Corn_Ensilage
20343,True,Corn_Ensilage
20344,True,Corn_Ensilage
20345,True,Corn_Ensilage
20346,True,Corn_Ensilage
20347,True,Corn_Ensilage
20348,True,Corn_Ensilage
20349,True,Corn_Ensilage
20350,True,Corn_Ensilage
20351,True,Corn_Ensilage
20352,True,Corn_Ensilage
20353,True,Corn_Ensilage
20354,True,Corn_Ensilage
20355,True,Corn_Ensilage
20356,True,Corn_Ensilage
20357,True,Corn_Ensilage
20358,True,Corn_Ensilage
20359,True,Corn_Ensilage
20360,True,Corn_Ensilage
20361,True,Corn_Ensilage
20362,True,Corn_Ensilage
20363,True,Corn_Ensilage
20364,True,Corn_Ensilage
20365,True,Corn_Ensilage
20366,True,Corn_Ensilage
20367,True,Corn_Ensilage
20368,False,Corn
20369,False,Corn
20370,False,Corn
20371,False,Corn
20372,False,Corn
20373,False,Corn
20374,False,Corn
20375,False,Corn
20376,False,Corn
20377,False,Corn
20378,True,Corn_Ensilage
20379,True,Corn_Ensilage
20380,True,Corn_Ensilage
20381,True,Corn_Ensilage
20382,True,Corn_Ensilage
20383,True,Corn_Ensilage
