pixid,noisy,label
71412,False,Corn
71413,False,Corn
71414,False,Corn
71415,False,Corn
71416,False,Corn
71417,False,Corn
71418,False,Corn
71419,False,Corn
71420,False,Corn
71421,False,Corn
71422,False,Corn
71423,False,Corn
71424,False,Corn
71425,False,Corn
71426,False,Corn
71427,False,Corn
71428,False,Corn
71429,False,Corn
71430,False,Corn
71431,False,Corn
71432,True,Sunflower
71433,True,Sunflower
71434,True,Sunflower
71435,True,Sunflower
71436,True,Sunflower
71437,True,Sunflower
71438,True,Sunflower
71439,True,Sunflower
71440,True,Sunflower
71441,True,Sunflower
71442,True,Soy
71443,True,Soy
71444,True,Soy
71445,True,Soy
71446,True,Soy
71447,True,Soy
71448,True,Soy
71449,True,Soy
71450,True,Soy
71451,True,Soy
71452,True,Sorghum
71453,True,Sorghum
71454,True,Sorghum
71455,True,Sorghum
71456,True,Sorghum
71457,True,Sorghum
71458,True,Sorghum
71459,True,Sorghum
71460,True,Sorghum
71461,True,Sorghum
71462,True,Corn_Ensilage
71463,True,Corn_Ensilage
71464,True,Corn_Ensilage
71465,True,Corn_Ensilage
71466,True,Corn_Ensilage
71467,True,Corn_Ensilage
71468,True,Corn_Ensilage
71469,True,Corn_Ensilage
71470,True,Corn_Ensilage
71471,True,Corn_Ensilage
71472,True,Sunflower
71473,True,Sunflower
71474,True,Sunflower
71475,True,Sunflower
71476,True,Sunflower
71477,False,Corn
71478,False,Corn
71479,False,Corn
71480,False,Corn
71481,False,Corn
71482,True,Sunflower
71483,True,Sunflower
71484,True,Sunflower
71485,True,Sunflower
71486,True,Sunflower
71487,True,Sunflower
71488,True,Sunflower
71489,True,Sunflower
71490,True,Sunflower
71491,True,Sunflower
71492,True,Corn_Ensilage
71493,True,Corn_Ensilage
71494,True,Corn_Ensilage
71495,True,Corn_Ensilage
71496,True,Corn_Ensilage
71497,True,Corn_Ensilage
71498,True,Corn_Ensilage
71499,True,Corn_Ensilage
71500,True,Corn_Ensilage
71501,True,Corn_Ensilage
71502,True,Sunflower
71503,True,Sunflower
71504,True,Sunflower
71505,True,Sunflower
71506,True,Sunflower
71507,True,Sunflower
71508,True,Sunflower
71509,True,Sunflower
71510,True,Sunflower
71511,True,Sunflower
71512,True,Soy
71513,True,Soy
71514,True,Soy
71515,True,Soy
71516,True,Soy
71517,True,Soy
71518,True,Soy
71519,True,Soy
71520,True,Soy
71521,True,Soy
71522,True,Sorghum
71523,True,Sorghum
71524,True,Sorghum
71525,True,Sorghum
71526,True,Sorghum
71527,True,Sorghum
71528,True,Sorghum
71529,True,Sorghum
71530,True,Sorghum
71531,True,Sorghum
71532,True,Corn_Ensilage
71533,True,Corn_Ensilage
71534,True,Corn_Ensilage
71535,True,Corn_Ensilage
71536,True,Corn_Ensilage
71537,True,Corn_Ensilage
71538,True,Corn_Ensilage
71539,True,Corn_Ensilage
71540,True,Corn_Ensilage
71541,True,Corn_Ensilage
71542,False,Corn
71543,False,Corn
71544,False,Corn
71545,False,Corn
71546,False,Corn
71547,False,Corn
71548,False,Corn
71549,False,Corn
71550,False,Corn
71551,False,Corn
71552,True,Corn_Ensilage
71553,True,Corn_Ensilage
71554,True,Corn_Ensilage
71555,True,Corn_Ensilage
71556,True,Corn_Ensilage
71557,True,Corn_Ensilage
71558,True,Corn_Ensilage
71559,True,Corn_Ensilage
71560,True,Corn_Ensilage
71561,True,Corn_Ensilage
71562,False,Corn
71563,False,Corn
71564,False,Corn
71565,False,Corn
71566,False,Corn
71567,False,Corn
71568,False,Corn
71569,False,Corn
