pixid,noisy,label
76334,False,Corn
76335,False,Corn
76336,False,Corn
76337,False,Corn
76338,False,Corn
76339,False,Corn
76340,False,Corn
76341,False,Corn
76342,False,Corn
76343,False,Corn
76344,False,Corn
76345,False,Corn
76346,False,Corn
76347,False,Corn
76348,False,Corn
76349,False,Corn
76350,False,Corn
76351,False,Corn
76352,False,Corn
76353,False,Corn
76354,False,Corn
76355,False,Corn
76356,False,Corn
76357,False,Corn
76358,False,Corn
76359,False,Corn
76360,False,Corn
76361,False,Corn
76362,False,Corn
76363,False,Corn
76364,False,Corn
76365,False,Corn
76366,False,Corn
76367,False,Corn
76368,False,Corn
76369,False,Corn
76370,False,Corn
76371,False,Corn
76372,False,Corn
76373,False,Corn
76374,False,Corn
76375,False,Corn
76376,False,Corn
76377,False,Corn
76378,False,Corn
76379,False,Corn
76380,False,Corn
76381,False,Corn
76382,False,Corn
76383,False,Corn
76384,False,Corn
76385,False,Corn
76386,False,Corn
76387,False,Corn
76388,False,Corn
76389,False,Corn
76390,False,Corn
76391,False,Corn
76392,False,Corn
76393,False,Corn
76394,False,Corn
76395,False,Corn
76396,False,Corn
76397,False,Corn
76398,False,Corn
76399,False,Corn
76400,False,Corn
76401,False,Corn
76402,False,Corn
76403,False,Corn
76404,False,Corn
76405,False,Corn
76406,False,Corn
76407,False,Corn
76408,False,Corn
76409,False,Corn
76410,False,Corn
76411,False,Corn
76412,False,Corn
76413,False,Corn
76414,False,Corn
76415,False,Corn
76416,False,Corn
76417,False,Corn
76418,False,Corn
76419,False,Corn
76420,False,Corn
76421,False,Corn
76422,False,Corn
76423,False,Corn
76424,False,Corn
76425,False,Corn
76426,False,Corn
76427,False,Corn
76428,False,Corn
76429,False,Corn
76430,False,Corn
76431,False,Corn
76432,False,Corn
76433,False,Corn
76434,False,Corn
76435,False,Corn
76436,False,Corn
76437,False,Corn
76438,False,Corn
76439,False,Corn
76440,False,Corn
76441,False,Corn
76442,False,Corn
76443,False,Corn
76444,False,Corn
76445,False,Corn
76446,False,Corn
76447,False,Corn
76448,False,Corn
76449,False,Corn
76450,False,Corn
76451,False,Corn
76452,False,Corn
76453,False,Corn
76454,False,Corn
76455,False,Corn
76456,False,Corn
76457,False,Corn
76458,False,Corn
76459,False,Corn
76460,False,Corn
76461,False,Corn
76462,False,Corn
76463,False,Corn
76464,False,Corn
76465,False,Corn
76466,False,Corn
76467,False,Corn
76468,False,Corn
76469,False,Corn
76470,False,Corn
76471,False,Corn
76472,False,Corn
76473,False,Corn
76474,False,Corn
76475,False,Corn
76476,False,Corn
76477,False,Corn
76478,False,Corn
76479,False,Corn
76480,False,Corn
76481,False,Corn
76482,False,Corn
76483,False,Corn
76484,False,Corn
76485,False,Corn
76486,False,Corn
76487,False,Corn
76488,False,Corn
76489,False,Corn
76490,False,Corn
76491,False,Corn
76492,False,Corn
76493,False,Corn
76494,False,Corn
76495,False,Corn
76496,False,Corn
76497,False,Corn
76498,False,Corn
76499,False,Corn
76500,False,Corn
76501,False,Corn
76502,False,Corn
76503,False,Corn
76504,False,Corn
76505,False,Corn
76506,False,Corn
76507,False,Corn
76508,False,Corn
76509,False,Corn
76510,False,Corn
76511,False,Corn
76512,False,Corn
76513,False,Corn
76514,False,Corn
76515,False,Corn
76516,False,Corn
76517,False,Corn
76518,False,Corn
76519,False,Corn
76520,False,Corn
76521,False,Corn
76522,False,Corn
76523,False,Corn
76524,False,Corn
76525,False,Corn
76526,False,Corn
76527,False,Corn
76528,False,Corn
76529,False,Corn
76530,False,Corn
76531,False,Corn
76532,False,Corn
76533,False,Corn
76534,False,Corn
76535,False,Corn
76536,False,Corn
76537,False,Corn
76538,False,Corn
76539,False,Corn
76540,False,Corn
76541,False,Corn
76542,False,Corn
76543,False,Corn
76544,False,Corn
76545,False,Corn
76546,False,Corn
76547,False,Corn
76548,False,Corn
76549,False,Corn
76550,False,Corn
76551,False,Corn
76552,False,Corn
76553,False,Corn
76554,False,Corn
76555,False,Corn
76556,False,Corn
76557,False,Corn
76558,False,Corn
76559,False,Corn
76560,False,Corn
76561,False,Corn
76562,False,Corn
76563,False,Corn
76564,False,Corn
76565,False,Corn
76566,False,Corn
76567,False,Corn
76568,False,Corn
76569,False,Corn
76570,False,Corn
76571,False,Corn
76572,False,Corn
76573,False,Corn
76574,False,Corn
76575,False,Corn
76576,False,Corn
76577,False,Corn
76578,False,Corn
76579,False,Corn
76580,False,Corn
