label,polid,pixid,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15
Corn,85164,76003,0.3169308173147866,0.34121331267038074,0.2671824217095841,0.20073935860656555,0.20874436158217122,0.26625488929863594,0.3954764726437631,0.5824363870127373,0.7278001869066268,0.7819326892100369,0.7969565131988878,0.7291379137641103,0.5073180896778574,0.47130284458253585,0.3348233096721392
Corn,85164,76004,0.3550731786830897,0.25397999451609454,0.2758454518928953,0.252360023395438,0.3155982971065859,0.34257812127014775,0.3901703807273016,0.5543923185075544,0.7027303242184627,0.7731902161003498,0.771690961303548,0.729135230565587,0.5544693918645687,0.48050246674895597,0.3490072643414958
Corn,85164,76005,0.3177355593356099,0.2779764249879759,0.32332405366695355,0.24418550454501015,0.24614025532206923,0.3131210249427154,0.41644729788125245,0.6112933246185634,0.8038963274181219,0.8747401562466882,0.8523108664780219,0.7254952067397856,0.6102907615883744,0.4949626285575614,0.35663021986370347
Corn,85164,76006,0.30113849647340024,0.3211591976108045,0.2716034081050952,0.315610572620226,0.23666339069859485,0.28813698187959835,0.49096239339480674,0.5982179812559726,0.7930972653412217,0.800721012840681,0.7811380347406103,0.7027303358858628,0.5703607229712685,0.4477713687803789,0.4584262863036947
Corn,85164,76007,0.34945972402691217,0.2517571011554745,0.22295690475382823,0.21028049727799553,0.30116618478801666,0.3304773190288035,0.3838657308688945,0.6091183427898469,0.6988703956255081,0.7684407487609882,0.7643551929799753,0.7678061580055826,0.5392930819868967,0.4124262187979227,0.4370662988820403
Corn,85164,76008,0.2911923243022506,0.301901258059214,0.22704430936623798,0.23863511105015067,0.2920342766687865,0.3632312718091479,0.47198719103450454,0.6587376956417083,0.7221427472184211,0.8474248992280026,0.859855113827633,0.7929878562967804,0.6165541300003405,0.4367238216604436,0.3745118376681362
Corn,85164,76009,0.2869790842713119,0.3427532251549993,0.22713859018011606,0.24610016623246167,0.22673404094423866,0.35781927926282114,0.3991157032628369,0.5730600896845256,0.7980471367100986,0.7818309331247895,0.7775845087193844,0.7023964704316064,0.6460003158816292,0.43027360030866685,0.353958912332572
Corn,85164,76010,0.28301391382872126,0.25866730191051035,0.2255494857190224,0.20838001105303283,0.2933682260016262,0.24906748332840825,0.43441828076920525,0.5607155461989276,0.7332785561304022,0.7628730873581253,0.8255444941546792,0.696710398826594,0.5664685893376132,0.43855811015976226,0.363505947968629
Corn,85164,76011,0.3105272097463316,0.29353011269933194,0.26314256562555577,0.24034093465213213,0.25830849492148966,0.3276643000755255,0.5095276874261823,0.6665192018928205,0.8150256998774339,0.8987187214602099,0.773814602372692,0.6730158979829897,0.5370614225636938,0.42569451748128745,0.4284685990531655
Corn,85164,76012,0.36999558083849565,0.2530821447774488,0.2247084817484709,0.24372694170409986,0.22006730464562804,0.26791957773936625,0.444116915455141,0.5368327575585167,0.7813780199342677,0.8449290306179098,0.7709639927266358,0.7358561581958035,0.5730570506010724,0.5152369051131008,0.4021281095803995
Corn,85165,76013,0.39679522784159316,0.28117890513123545,0.27085450444638176,0.17324674886004135,0.18511707529045898,0.26434665412564984,0.4708631956240472,0.7009845345157426,0.8286532666446749,0.7650831007956855,0.7574030575641962,0.656124236684492,0.5556448282577588,0.5199894331106085,0.6051088664092605
Corn,85165,76014,0.4477005997584431,0.27076961879970823,0.18860230271686707,0.1912948289437577,0.23018821288384467,0.2691485220625341,0.47226998393089076,0.6780843003588567,0.7588352196958892,0.7710427286834889,0.7451217838710682,0.6770939914839059,0.6744026619590835,0.5428059383459054,0.5199444140631149
Corn,85165,76015,0.3917469680066775,0.2622516410979085,0.24326290435042186,0.20158997621527328,0.2570439486597501,0.2544731207523613,0.4563707406877784,0.7243113961419041,0.7671474873986234,0.8565851036187337,0.8222450918988153,0.7540158216171106,0.5855624483555312,0.52342452667029,0.5062501408855685
Corn,85165,76016,0.3980550408126974,0.2685224725768903,0.2638184585415548,0.2012577021609998,0.17501207086986786,0.24515680144101845,0.4324219844346187,0.7211041907082607,0.8404490757766807,0.7645337185365826,0.7328723148397089,0.6541519024783459,0.5593823760693657,0.5646111510525924,0.5136956819945432
Corn,85165,76017,0.4943901899792519,0.2678301848251857,0.2292334073160382,0.22535450612832245,0.25825886631070794,0.2977314252876077,0.45014495057030923,0.6587473669853681,0.7487788144401203,0.7626489778176763,0.7785546597797582,0.6779314370680332,0.557276219360833,0.5552428278483361,0.5078535199122232
Corn,85165,76018,0.47481276100768177,0.3480059613683016,0.20959084000930026,0.24798499075485117,0.17582447036870577,0.28079828318794636,0.43778371269099364,0.6596887004081453,0.7955638315625279,0.8651665741264606,0.748405498249144,0.681715848141826,0.6077261532379794,0.6245585860274914,0.5190676414546768
Corn,85165,76019,0.43253075680054875,0.2657033422030325,0.18307755650086266,0.21623489104679247,0.19600259989333096,0.2570017554426509,0.5285717704305306,0.6719612596857585,0.855225604753998,0.7876390370396861,0.83991134780021,0.689656561047383,0.6424091506293259,0.5822148034963432,0.5014408181653274
Corn,85165,76020,0.4311396783451631,0.27281715179820154,0.2453929748617948,0.1678457125269497,0.26824059212393864,0.3631769971072754,0.4768109845723543,0.7532896422157295,0.76344160723206,0.8243354830743889,0.7679190305415604,0.7433167364011458,0.6123844840866651,0.5820030321156608,0.6132383797586196
Corn,85165,76021,0.49967111889202614,0.273241200196776,0.28335275398819754,0.19725855803558026,0.20414444726552966,0.35817778724052257,0.4959183381686214,0.6593859791764098,0.7852694295164636,0.8281138334159378,0.8254273521505138,0.7012073761695791,0.6706125610280793,0.5431316270444063,0.6129332934014793
