pixid,noisy,label
63663,True,Corn_Ensilage
63664,True,Corn_Ensilage
63665,True,Corn_Ensilage
63666,True,Corn_Ensilage
63667,True,Corn_Ensilage
63668,True,Corn_Ensilage
63669,True,Corn_Ensilage
63670,True,Corn_Ensilage
63671,True,Corn_Ensilage
63672,True,Corn_Ensilage
63673,True,Corn_Ensilage
63674,True,Corn_Ensilage
63675,True,Corn_Ensilage
63676,True,Corn_Ensilage
63677,True,Corn_Ensilage
63678,True,Corn_Ensilage
63679,True,Corn_Ensilage
63680,True,Corn_Ensilage
63681,True,Corn_Ensilage
63682,True,Corn_Ensilage
63683,False,Corn
63684,False,Corn
63685,False,Corn
63686,False,Corn
63687,False,Corn
63688,False,Corn
63689,False,Corn
63690,False,Corn
63691,False,Corn
63692,False,Corn
63693,False,Corn
63694,False,Corn
63695,False,Corn
63696,False,Corn
63697,False,Corn
63698,False,Corn
63699,False,Corn
63700,False,Corn
63701,False,Corn
63702,False,Corn
63703,True,Corn_Ensilage
63704,True,Corn_Ensilage
63705,True,Corn_Ensilage
63706,True,Corn_Ensilage
63707,True,Corn_Ensilage
63708,True,Corn_Ensilage
63709,True,Corn_Ensilage
63710,True,Corn_Ensilage
63711,True,Corn_Ensilage
63712,True,Corn_Ensilage
63713,False,Corn
63714,False,Corn
63715,False,Corn
63716,False,Corn
63717,False,Corn
63718,False,Corn
63719,False,Corn
63720,False,Corn
63721,False,Corn
63722,False,Corn
63723,True,Corn_Ensilage
63724,True,Corn_Ensilage
63725,True,Corn_Ensilage
63726,True,Corn_Ensilage
63727,True,Corn_Ensilage
63728,True,Corn_Ensilage
63729,True,Corn_Ensilage
63730,True,Corn_Ensilage
63731,True,Corn_Ensilage
63732,True,Corn_Ensilage
63733,False,Corn
63734,False,Corn
63735,False,Corn
63736,False,Corn
63737,False,Corn
63738,False,Corn
63739,False,Corn
63740,False,Corn
63741,False,Corn
63742,False,Corn
63743,True,Corn_Ensilage
63744,True,Corn_Ensilage
63745,True,Corn_Ensilage
63746,True,Corn_Ensilage
63747,True,Corn_Ensilage
63748,True,Corn_Ensilage
63749,True,Corn_Ensilage
63750,True,Corn_Ensilage
63751,True,Corn_Ensilage
63752,True,Corn_Ensilage
63753,True,Corn_Ensilage
63754,True,Corn_Ensilage
63755,True,Corn_Ensilage
63756,True,Corn_Ensilage
63757,True,Corn_Ensilage
63758,True,Corn_Ensilage
63759,True,Corn_Ensilage
63760,True,Corn_Ensilage
63761,True,Corn_Ensilage
63762,True,Corn_Ensilage
63763,False,Corn
63764,False,Corn
63765,False,Corn
63766,False,Corn
63767,False,Corn
63768,False,Corn
63769,False,Corn
63770,False,Corn
63771,False,Corn
63772,False,Corn
63773,True,Corn_Ensilage
63774,True,Corn_Ensilage
63775,True,Corn_Ensilage
63776,True,Corn_Ensilage
63777,True,Corn_Ensilage
63778,True,Corn_Ensilage
63779,True,Corn_Ensilage
63780,True,Corn_Ensilage
63781,True,Corn_Ensilage
63782,True,Corn_Ensilage
63783,False,Corn
63784,False,Corn
63785,False,Corn
63786,False,Corn
63787,False,Corn
63788,False,Corn
63789,False,Corn
63790,False,Corn
63791,False,Corn
63792,False,Corn
63793,False,Corn
63794,False,Corn
63795,False,Corn
63796,False,Corn
63797,False,Corn
63798,False,Corn
63799,False,Corn
63800,False,Corn
63801,False,Corn
63802,False,Corn
63803,False,Corn
63804,False,Corn
63805,False,Corn
63806,False,Corn
63807,False,Corn
63808,False,Corn
63809,False,Corn
63810,False,Corn
63811,False,Corn
63812,False,Corn
63813,True,Corn_Ensilage
63814,True,Corn_Ensilage
63815,True,Corn_Ensilage
63816,True,Corn_Ensilage
63817,True,Corn_Ensilage
63818,True,Corn_Ensilage
63819,True,Corn_Ensilage
63820,True,Corn_Ensilage
63821,True,Corn_Ensilage
63822,True,Corn_Ensilage
63823,False,Corn
63824,False,Corn
63825,False,Corn
63826,False,Corn
63827,False,Corn
63828,False,Corn
63829,False,Corn
63830,False,Corn
63831,False,Corn
63832,False,Corn
63833,True,Corn_Ensilage
63834,True,Corn_Ensilage
63835,True,Corn_Ensilage
63836,True,Corn_Ensilage
63837,True,Corn_Ensilage
63838,True,Corn_Ensilage
63839,True,Corn_Ensilage
63840,True,Corn_Ensilage
63841,True,Corn_Ensilage
63842,True,Corn_Ensilage
63843,False,Corn
63844,False,Corn
63845,False,Corn
63846,False,Corn
63847,False,Corn
63848,False,Corn
63849,False,Corn
63850,False,Corn
63851,False,Corn
63852,False,Corn
63853,False,Corn
63854,False,Corn
63855,False,Corn
63856,False,Corn
63857,False,Corn
63858,False,Corn
63859,False,Corn
63860,False,Corn
63861,False,Corn
63862,False,Corn
63863,False,Corn
63864,False,Corn
63865,False,Corn
63866,False,Corn
63867,False,Corn
63868,False,Corn
63869,False,Corn
63870,False,Corn
63871,False,Corn
63872,False,Corn
63873,True,Corn_Ensilage
63874,True,Corn_Ensilage
63875,True,Corn_Ensilage
63876,True,Corn_Ensilage
63877,True,Corn_Ensilage
63878,True,Corn_Ensilage
63879,True,Corn_Ensilage
63880,True,Corn_Ensilage
63881,True,Corn_Ensilage
63882,True,Corn_Ensilage
63883,True,Corn_Ensilage
63884,True,Corn_Ensilage
63885,True,Corn_Ensilage
63886,True,Corn_Ensilage
63887,True,Corn_Ensilage
63888,True,Corn_Ensilage
63889,True,Corn_Ensilage
63890,True,Corn_Ensilage
63891,True,Corn_Ensilage
63892,True,Corn_Ensilage
63893,True,Corn_Ensilage
63894,True,Corn_Ensilage
63895,True,Corn_Ensilage
63896,True,Corn_Ensilage
63897,True,Corn_Ensilage
63898,True,Corn_Ensilage
63899,True,Corn_Ensilage
63900,True,Corn_Ensilage
63901,True,Corn_Ensilage
63902,True,Corn_Ensilage
63903,True,Corn_Ensilage
63904,True,Corn_Ensilage
63905,True,Corn_Ensilage
63906,True,Corn_Ensilage
63907,True,Corn_Ensilage
63908,True,Corn_Ensilage
63909,True,Corn_Ensilage
63910,True,Corn_Ensilage
63911,True,Corn_Ensilage
63912,True,Corn_Ensilage
63913,False,Corn
63914,False,Corn
63915,False,Corn
63916,False,Corn
63917,False,Corn
63918,False,Corn
63919,False,Corn
63920,False,Corn
63921,False,Corn
63922,False,Corn
63923,True,Corn_Ensilage
63924,True,Corn_Ensilage
63925,True,Corn_Ensilage
63926,True,Corn_Ensilage
63927,True,Corn_Ensilage
63928,True,Corn_Ensilage
63929,True,Corn_Ensilage
63930,True,Corn_Ensilage
63931,True,Corn_Ensilage
63932,True,Corn_Ensilage
63933,True,Corn_Ensilage
63934,True,Corn_Ensilage
63935,True,Corn_Ensilage
63936,True,Corn_Ensilage
63937,True,Corn_Ensilage
63938,True,Corn_Ensilage
63939,True,Corn_Ensilage
63940,True,Corn_Ensilage
63941,True,Corn_Ensilage
63942,True,Corn_Ensilage
63943,False,Corn
63944,False,Corn
63945,False,Corn
63946,False,Corn
63947,False,Corn
63948,False,Corn
63949,False,Corn
63950,False,Corn
63951,False,Corn
63952,False,Corn
63953,True,Corn_Ensilage
63954,True,Corn_Ensilage
63955,True,Corn_Ensilage
63956,True,Corn_Ensilage
63957,True,Corn_Ensilage
63958,True,Corn_Ensilage
63959,True,Corn_Ensilage
63960,True,Corn_Ensilage
63961,True,Corn_Ensilage
63962,True,Corn_Ensilage
63963,True,Corn_Ensilage
63964,True,Corn_Ensilage
63965,True,Corn_Ensilage
63966,True,Corn_Ensilage
63967,True,Corn_Ensilage
63968,True,Corn_Ensilage
63969,True,Corn_Ensilage
63970,True,Corn_Ensilage
63971,True,Corn_Ensilage
63972,True,Corn_Ensilage
63973,True,Corn_Ensilage
63974,True,Corn_Ensilage
63975,True,Corn_Ensilage
63976,True,Corn_Ensilage
63977,True,Corn_Ensilage
63978,True,Corn_Ensilage
63979,True,Corn_Ensilage
63980,True,Corn_Ensilage
63981,True,Corn_Ensilage
63982,True,Corn_Ensilage
63983,False,Corn
63984,False,Corn
63985,False,Corn
63986,False,Corn
63987,False,Corn
63988,False,Corn
63989,False,Corn
63990,False,Corn
63991,False,Corn
63992,False,Corn
63993,True,Corn_Ensilage
63994,True,Corn_Ensilage
63995,True,Corn_Ensilage
63996,True,Corn_Ensilage
63997,True,Corn_Ensilage
63998,True,Corn_Ensilage
63999,True,Corn_Ensilage
64000,True,Corn_Ensilage
64001,True,Corn_Ensilage
64002,True,Corn_Ensilage
64003,False,Corn
64004,False,Corn
64005,False,Corn
64006,False,Corn
64007,False,Corn
64008,False,Corn
64009,False,Corn
64010,False,Corn
64011,False,Corn
64012,False,Corn
64013,False,Corn
64014,False,Corn
64015,False,Corn
64016,False,Corn
64017,False,Corn
64018,False,Corn
64019,False,Corn
64020,False,Corn
64021,False,Corn
64022,False,Corn
64023,False,Corn
64024,False,Corn
64025,False,Corn
64026,False,Corn
64027,False,Corn
64028,False,Corn
64029,False,Corn
64030,False,Corn
64031,False,Corn
64032,False,Corn
64033,True,Corn_Ensilage
64034,True,Corn_Ensilage
64035,True,Corn_Ensilage
64036,True,Corn_Ensilage
64037,True,Corn_Ensilage
64038,True,Corn_Ensilage
64039,True,Corn_Ensilage
64040,True,Corn_Ensilage
64041,True,Corn_Ensilage
64042,True,Corn_Ensilage
64043,True,Corn_Ensilage
64044,True,Corn_Ensilage
64045,True,Corn_Ensilage
64046,True,Corn_Ensilage
64047,True,Corn_Ensilage
64048,True,Corn_Ensilage
64049,True,Corn_Ensilage
64050,True,Corn_Ensilage
64051,True,Corn_Ensilage
64052,True,Corn_Ensilage
64053,False,Corn
64054,False,Corn
64055,False,Corn
64056,False,Corn
64057,False,Corn
64058,False,Corn
64059,False,Corn
64060,False,Corn
64061,False,Corn
64062,False,Corn
64063,False,Corn
64064,False,Corn
64065,False,Corn
64066,False,Corn
64067,False,Corn
64068,False,Corn
64069,False,Corn
64070,False,Corn
64071,False,Corn
64072,False,Corn
64073,True,Corn_Ensilage
64074,True,Corn_Ensilage
64075,True,Corn_Ensilage
64076,True,Corn_Ensilage
64077,True,Corn_Ensilage
64078,True,Corn_Ensilage
64079,True,Corn_Ensilage
64080,True,Corn_Ensilage
64081,True,Corn_Ensilage
64082,True,Corn_Ensilage
64083,False,Corn
64084,False,Corn
64085,False,Corn
64086,False,Corn
64087,False,Corn
64088,False,Corn
64089,False,Corn
64090,False,Corn
64091,False,Corn
64092,False,Corn
64093,True,Corn_Ensilage
64094,True,Corn_Ensilage
64095,True,Corn_Ensilage
64096,True,Corn_Ensilage
64097,True,Corn_Ensilage
64098,True,Corn_Ensilage
64099,True,Corn_Ensilage
64100,True,Corn_Ensilage
64101,True,Corn_Ensilage
64102,True,Corn_Ensilage
64103,True,Corn_Ensilage
64104,True,Corn_Ensilage
64105,True,Corn_Ensilage
64106,True,Corn_Ensilage
64107,True,Corn_Ensilage
64108,True,Corn_Ensilage
64109,True,Corn_Ensilage
64110,True,Corn_Ensilage
64111,True,Corn_Ensilage
64112,True,Corn_Ensilage
64113,False,Corn
64114,False,Corn
64115,False,Corn
64116,False,Corn
64117,False,Corn
64118,False,Corn
64119,False,Corn
64120,False,Corn
64121,False,Corn
64122,False,Corn
64123,False,Corn
64124,False,Corn
64125,False,Corn
64126,False,Corn
64127,False,Corn
64128,False,Corn
64129,False,Corn
64130,False,Corn
64131,False,Corn
64132,False,Corn
64133,True,Corn_Ensilage
64134,True,Corn_Ensilage
64135,True,Corn_Ensilage
64136,True,Corn_Ensilage
64137,True,Corn_Ensilage
64138,True,Corn_Ensilage
64139,True,Corn_Ensilage
64140,True,Corn_Ensilage
64141,True,Corn_Ensilage
64142,True,Corn_Ensilage
64143,False,Corn
64144,False,Corn
64145,False,Corn
64146,False,Corn
64147,False,Corn
64148,False,Corn
64149,False,Corn
64150,False,Corn
64151,False,Corn
64152,False,Corn
64153,False,Corn
64154,False,Corn
64155,False,Corn
64156,False,Corn
64157,False,Corn
64158,False,Corn
64159,False,Corn
64160,False,Corn
64161,False,Corn
64162,False,Corn
64163,True,Sorghum
64164,True,Sorghum
64165,True,Sorghum
64166,True,Sorghum
64167,True,Sorghum
64168,True,Sorghum
64169,True,Sorghum
64170,True,Sorghum
64171,True,Sorghum
64172,True,Sorghum
64173,True,Sorghum
64174,True,Sorghum
64175,True,Sorghum
64176,True,Sorghum
64177,True,Sorghum
64178,True,Sorghum
64179,True,Sorghum
64180,True,Sorghum
64181,True,Sorghum
64182,True,Sorghum
64183,True,Sorghum
64184,True,Sorghum
64185,True,Sorghum
64186,True,Sorghum
64187,True,Sorghum
64188,True,Sorghum
64189,True,Sorghum
64190,True,Sorghum
64191,True,Sorghum
64192,True,Sorghum
64193,False,Corn_Ensilage
64194,False,Corn_Ensilage
64195,False,Corn_Ensilage
64196,False,Corn_Ensilage
64197,False,Corn_Ensilage
64198,False,Corn_Ensilage
64199,False,Corn_Ensilage
64200,False,Corn_Ensilage
64201,False,Corn_Ensilage
64202,False,Corn_Ensilage
64203,False,Corn_Ensilage
64204,False,Corn_Ensilage
64205,False,Corn_Ensilage
64206,False,Corn_Ensilage
64207,False,Corn_Ensilage
64208,False,Corn_Ensilage
64209,False,Corn_Ensilage
64210,False,Corn_Ensilage
64211,False,Corn_Ensilage
64212,False,Corn_Ensilage
64213,False,Corn_Ensilage
64214,False,Corn_Ensilage
64215,False,Corn_Ensilage
64216,False,Corn_Ensilage
64217,False,Corn_Ensilage
64218,False,Corn_Ensilage
64219,False,Corn_Ensilage
64220,False,Corn_Ensilage
64221,False,Corn_Ensilage
64222,False,Corn_Ensilage
64223,False,Corn_Ensilage
64224,False,Corn_Ensilage
64225,False,Corn_Ensilage
64226,False,Corn_Ensilage
64227,False,Corn_Ensilage
64228,False,Corn_Ensilage
64229,False,Corn_Ensilage
64230,False,Corn_Ensilage
64231,False,Corn_Ensilage
64232,False,Corn_Ensilage
64233,True,Sorghum
64234,True,Sorghum
64235,True,Sorghum
64236,True,Sorghum
64237,True,Sorghum
64238,True,Sorghum
64239,True,Sorghum
64240,True,Sorghum
64241,True,Sorghum
64242,True,Sorghum
64243,False,Corn_Ensilage
64244,False,Corn_Ensilage
64245,False,Corn_Ensilage
64246,False,Corn_Ensilage
64247,False,Corn_Ensilage
64248,False,Corn_Ensilage
64249,False,Corn_Ensilage
64250,False,Corn_Ensilage
64251,False,Corn_Ensilage
64252,False,Corn_Ensilage
64253,False,Corn_Ensilage
64254,False,Corn_Ensilage
64255,False,Corn_Ensilage
64256,False,Corn_Ensilage
64257,False,Corn_Ensilage
64258,False,Corn_Ensilage
64259,False,Corn_Ensilage
64260,False,Corn_Ensilage
64261,False,Corn_Ensilage
64262,False,Corn_Ensilage
64263,False,Corn_Ensilage
64264,False,Corn_Ensilage
64265,False,Corn_Ensilage
64266,False,Corn_Ensilage
64267,False,Corn_Ensilage
64268,False,Corn_Ensilage
64269,False,Corn_Ensilage
64270,False,Corn_Ensilage
64271,False,Corn_Ensilage
64272,False,Corn_Ensilage
64273,False,Corn_Ensilage
64274,False,Corn_Ensilage
64275,False,Corn_Ensilage
64276,False,Corn_Ensilage
64277,False,Corn_Ensilage
64278,False,Corn_Ensilage
64279,False,Corn_Ensilage
64280,False,Corn_Ensilage
64281,False,Corn_Ensilage
64282,False,Corn_Ensilage
64283,True,Sorghum
64284,True,Sorghum
64285,True,Sorghum
64286,True,Sorghum
64287,True,Sorghum
64288,True,Sorghum
64289,True,Sorghum
64290,True,Sorghum
64291,True,Sorghum
64292,True,Sorghum
64293,False,Corn_Ensilage
64294,False,Corn_Ensilage
64295,False,Corn_Ensilage
64296,False,Corn_Ensilage
64297,False,Corn_Ensilage
64298,False,Corn_Ensilage
64299,False,Corn_Ensilage
64300,False,Corn_Ensilage
64301,False,Corn_Ensilage
64302,False,Corn_Ensilage
64303,True,Sorghum
64304,True,Sorghum
64305,True,Sorghum
64306,True,Sorghum
64307,True,Sorghum
64308,True,Sorghum
64309,True,Sorghum
64310,True,Sorghum
64311,True,Sorghum
64312,True,Sorghum
64313,False,Corn_Ensilage
64314,False,Corn_Ensilage
64315,False,Corn_Ensilage
64316,False,Corn_Ensilage
64317,False,Corn_Ensilage
64318,False,Corn_Ensilage
64319,False,Corn_Ensilage
64320,False,Corn_Ensilage
64321,False,Corn_Ensilage
64322,False,Corn_Ensilage
64323,True,Sorghum
64324,True,Sorghum
64325,True,Sorghum
64326,True,Sorghum
64327,True,Sorghum
64328,True,Sorghum
64329,True,Sorghum
64330,True,Sorghum
64331,True,Sorghum
64332,True,Sorghum
64333,False,Corn_Ensilage
64334,False,Corn_Ensilage
64335,False,Corn_Ensilage
64336,False,Corn_Ensilage
64337,False,Corn_Ensilage
64338,False,Corn_Ensilage
64339,False,Corn_Ensilage
64340,False,Corn_Ensilage
64341,False,Corn_Ensilage
64342,False,Corn_Ensilage
64343,False,Corn_Ensilage
64344,False,Corn_Ensilage
64345,False,Corn_Ensilage
64346,False,Corn_Ensilage
64347,False,Corn_Ensilage
64348,False,Corn_Ensilage
64349,False,Corn_Ensilage
64350,False,Corn_Ensilage
64351,False,Corn_Ensilage
64352,False,Corn_Ensilage
64353,True,Sorghum
64354,True,Sorghum
64355,True,Sorghum
64356,True,Sorghum
64357,True,Sorghum
64358,True,Sorghum
64359,True,Sorghum
64360,True,Sorghum
64361,True,Sorghum
64362,True,Sorghum
64363,False,Corn_Ensilage
64364,False,Corn_Ensilage
64365,False,Corn_Ensilage
64366,False,Corn_Ensilage
64367,False,Corn_Ensilage
64368,False,Corn_Ensilage
64369,False,Corn_Ensilage
64370,False,Corn_Ensilage
64371,False,Corn_Ensilage
64372,False,Corn_Ensilage
64373,False,Corn_Ensilage
64374,False,Corn_Ensilage
64375,False,Corn_Ensilage
64376,False,Corn_Ensilage
64377,False,Corn_Ensilage
64378,False,Corn_Ensilage
64379,False,Corn_Ensilage
64380,False,Corn_Ensilage
64381,False,Corn_Ensilage
64382,False,Corn_Ensilage
64383,True,Sorghum
64384,True,Sorghum
64385,True,Sorghum
64386,True,Sorghum
64387,True,Sorghum
64388,True,Sorghum
64389,True,Sorghum
64390,True,Sorghum
64391,True,Sorghum
64392,True,Sorghum
64393,True,Sorghum
64394,True,Sorghum
64395,True,Sorghum
64396,True,Sorghum
64397,True,Sorghum
64398,True,Sorghum
64399,True,Sorghum
64400,True,Sorghum
64401,True,Sorghum
64402,True,Sorghum
64403,False,Corn_Ensilage
64404,False,Corn_Ensilage
64405,False,Corn_Ensilage
64406,False,Corn_Ensilage
64407,False,Corn_Ensilage
64408,False,Corn_Ensilage
64409,False,Corn_Ensilage
64410,False,Corn_Ensilage
64411,False,Corn_Ensilage
64412,False,Corn_Ensilage
64413,True,Sorghum
64414,True,Sorghum
64415,True,Sorghum
64416,True,Sorghum
64417,True,Sorghum
64418,True,Sorghum
64419,True,Sorghum
64420,True,Sorghum
64421,True,Sorghum
64422,True,Sorghum
64423,True,Sorghum
64424,True,Sorghum
64425,True,Sorghum
64426,True,Sorghum
64427,True,Sorghum
64428,True,Sorghum
64429,True,Sorghum
64430,True,Sorghum
64431,True,Sorghum
64432,True,Sorghum
64433,True,Sorghum
64434,True,Sorghum
64435,True,Sorghum
64436,True,Sorghum
64437,True,Sorghum
64438,True,Sorghum
64439,True,Sorghum
64440,True,Sorghum
64441,True,Sorghum
64442,True,Sorghum
64443,False,Corn_Ensilage
64444,False,Corn_Ensilage
64445,False,Corn_Ensilage
64446,False,Corn_Ensilage
64447,False,Corn_Ensilage
64448,False,Corn_Ensilage
64449,False,Corn_Ensilage
64450,False,Corn_Ensilage
64451,False,Corn_Ensilage
64452,False,Corn_Ensilage
64453,True,Sorghum
64454,True,Sorghum
64455,True,Sorghum
64456,True,Sorghum
64457,True,Sorghum
64458,True,Sorghum
64459,True,Sorghum
64460,True,Sorghum
64461,True,Sorghum
64462,True,Sorghum
64463,False,Corn_Ensilage
64464,False,Corn_Ensilage
64465,False,Corn_Ensilage
64466,False,Corn_Ensilage
64467,False,Corn_Ensilage
64468,False,Corn_Ensilage
64469,False,Corn_Ensilage
64470,False,Corn_Ensilage
64471,False,Corn_Ensilage
64472,False,Corn_Ensilage
64473,False,Corn_Ensilage
64474,False,Corn_Ensilage
64475,False,Corn_Ensilage
64476,False,Corn_Ensilage
64477,False,Corn_Ensilage
64478,False,Corn_Ensilage
64479,False,Corn_Ensilage
64480,False,Corn_Ensilage
64481,False,Corn_Ensilage
64482,False,Corn_Ensilage
64483,True,Sorghum
64484,True,Sorghum
64485,True,Sorghum
64486,True,Sorghum
64487,True,Sorghum
64488,True,Sorghum
64489,True,Sorghum
64490,True,Sorghum
64491,True,Sorghum
64492,True,Sorghum
64493,True,Sorghum
64494,True,Sorghum
64495,True,Sorghum
64496,True,Sorghum
64497,True,Sorghum
64498,True,Sorghum
64499,True,Sorghum
64500,True,Sorghum
64501,True,Sorghum
64502,True,Sorghum
64503,False,Corn_Ensilage
64504,False,Corn_Ensilage
64505,False,Corn_Ensilage
64506,False,Corn_Ensilage
64507,False,Corn_Ensilage
64508,False,Corn_Ensilage
64509,False,Corn_Ensilage
64510,False,Corn_Ensilage
64511,False,Corn_Ensilage
64512,False,Corn_Ensilage
64513,False,Corn_Ensilage
64514,False,Corn_Ensilage
64515,False,Corn_Ensilage
64516,False,Corn_Ensilage
64517,False,Corn_Ensilage
64518,False,Corn_Ensilage
64519,False,Corn_Ensilage
64520,False,Corn_Ensilage
64521,False,Corn_Ensilage
64522,False,Corn_Ensilage
64523,True,Sorghum
64524,True,Sorghum
64525,True,Sorghum
64526,True,Sorghum
64527,True,Sorghum
64528,True,Sorghum
64529,True,Sorghum
64530,True,Sorghum
64531,True,Sorghum
64532,True,Sorghum
64533,False,Corn_Ensilage
64534,False,Corn_Ensilage
