pixid,noisy,label
56779,False,Corn
56780,False,Corn
56781,False,Corn
56782,False,Corn
56783,False,Corn
56784,False,Corn
56785,False,Corn
56786,False,Corn
56787,False,Corn
56788,False,Corn
56789,False,Corn
56790,False,Corn
56791,False,Corn
56792,False,Corn
56793,False,Corn
56794,False,Corn
56795,False,Corn
56796,False,Corn
56797,False,Corn
56798,False,Corn
56799,True,Evergreen
56800,True,Evergreen
56801,True,Evergreen
56802,True,Evergreen
56803,True,Evergreen
56804,True,Evergreen
56805,True,Evergreen
56806,True,Evergreen
56807,True,Evergreen
56808,True,Evergreen
56809,True,Sunflower
56810,True,Sunflower
56811,True,Sunflower
56812,True,Sunflower
56813,True,Sunflower
56814,True,Sunflower
56815,True,Sunflower
56816,True,Sunflower
56817,True,Sunflower
56818,True,Sunflower
56819,False,Corn
56820,False,Corn
56821,False,Corn
56822,False,Corn
56823,False,Corn
56824,False,Corn
56825,False,Corn
56826,False,Corn
56827,False,Corn
56828,False,Corn
56829,False,Corn
56830,False,Corn
56831,False,Corn
56832,False,Corn
56833,False,Corn
56834,False,Corn
56835,False,Corn
56836,False,Corn
56837,False,Corn
56838,False,Corn
56839,False,Corn
56840,False,Corn
56841,False,Corn
56842,False,Corn
56843,False,Corn
56844,False,Corn
56845,False,Corn
56846,False,Corn
56847,False,Corn
56848,False,Corn
56849,False,Corn
56850,False,Corn
56851,False,Corn
56852,False,Corn
56853,False,Corn
56854,False,Corn
56855,False,Corn
56856,False,Corn
56857,False,Corn
56858,False,Corn
56859,False,Corn
56860,False,Corn
56861,False,Corn
56862,False,Corn
56863,False,Corn
56864,False,Corn
56865,False,Corn
56866,False,Corn
56867,False,Corn
56868,False,Corn
56869,True,Sunflower
56870,True,Sunflower
56871,True,Sunflower
56872,True,Sunflower
56873,True,Sunflower
56874,True,Sunflower
56875,True,Sunflower
56876,True,Sunflower
56877,True,Sunflower
56878,True,Sunflower
56879,False,Corn
56880,False,Corn
56881,False,Corn
56882,False,Corn
56883,False,Corn
56884,False,Corn
56885,False,Corn
56886,False,Corn
56887,False,Corn
56888,False,Corn
56889,False,Corn
56890,False,Corn
56891,False,Corn
56892,False,Corn
56893,False,Corn
56894,False,Corn
56895,False,Corn
56896,False,Corn
56897,False,Corn
56898,False,Corn
56899,True,Wheat
56900,True,Wheat
56901,True,Wheat
56902,True,Wheat
56903,True,Wheat
56904,True,Wheat
56905,True,Wheat
56906,True,Wheat
56907,True,Wheat
56908,True,Wheat
56909,False,Corn
56910,False,Corn
56911,False,Corn
56912,False,Corn
56913,False,Corn
56914,False,Corn
56915,False,Corn
56916,False,Corn
56917,False,Corn
56918,False,Corn
56919,False,Corn
56920,False,Corn
56921,False,Corn
56922,False,Corn
56923,False,Corn
56924,False,Corn
56925,False,Corn
56926,False,Corn
56927,False,Corn
56928,False,Corn
56929,True,Evergreen
56930,True,Evergreen
56931,True,Evergreen
56932,True,Evergreen
56933,True,Evergreen
56934,True,Evergreen
56935,True,Evergreen
56936,True,Evergreen
56937,True,Evergreen
56938,True,Evergreen
56939,False,Corn
56940,False,Corn
56941,False,Corn
56942,False,Corn
56943,False,Corn
56944,False,Corn
56945,False,Corn
56946,False,Corn
56947,False,Corn
56948,False,Corn
56949,False,Corn
56950,False,Corn
56951,False,Corn
56952,False,Corn
56953,False,Corn
56954,False,Corn
56955,False,Corn
56956,False,Corn
56957,False,Corn
56958,False,Corn
56959,False,Corn
56960,False,Corn
56961,False,Corn
56962,False,Corn
56963,False,Corn
56964,False,Corn
56965,False,Corn
56966,False,Corn
56967,False,Corn
56968,False,Corn
56969,True,Sunflower
56970,True,Sunflower
56971,True,Sunflower
56972,True,Sunflower
56973,True,Sunflower
56974,True,Sunflower
56975,True,Sunflower
56976,True,Sunflower
56977,True,Sunflower
56978,True,Sunflower
56979,False,Corn
56980,False,Corn
56981,False,Corn
56982,False,Corn
56983,False,Corn
56984,False,Corn
56985,False,Corn
56986,False,Corn
56987,False,Corn
56988,False,Corn
56989,False,Corn
56990,False,Corn
56991,False,Corn
56992,False,Corn
56993,False,Corn
56994,False,Corn
56995,False,Corn
56996,False,Corn
56997,False,Corn
56998,False,Corn
56999,False,Corn
57000,False,Corn
57001,False,Corn
57002,False,Corn
57003,False,Corn
57004,False,Corn
57005,False,Corn
57006,False,Corn
57007,False,Corn
57008,False,Corn
57009,False,Corn
57010,False,Corn
57011,False,Corn
57012,False,Corn
57013,False,Corn
57014,False,Corn
57015,False,Corn
57016,False,Corn
57017,False,Corn
57018,False,Corn
57019,False,Corn
57020,False,Corn
57021,False,Corn
57022,False,Corn
57023,False,Corn
57024,False,Corn
57025,False,Corn
57026,False,Corn
57027,False,Corn
57028,False,Corn
57029,False,Corn
57030,False,Corn
57031,False,Corn
57032,False,Corn
57033,False,Corn
57034,False,Corn
57035,False,Corn
57036,False,Corn
57037,False,Corn
57038,False,Corn
57039,False,Corn
57040,False,Corn
57041,False,Corn
57042,False,Corn
57043,False,Corn
57044,False,Corn
57045,False,Corn
57046,False,Corn
57047,False,Corn
57048,False,Corn
57049,False,Corn
57050,False,Corn
57051,False,Corn
57052,False,Corn
57053,False,Corn
57054,False,Corn
57055,False,Corn
57056,False,Corn
57057,False,Corn
57058,False,Corn
57059,False,Corn
57060,False,Corn
57061,False,Corn
57062,False,Corn
57063,False,Corn
57064,False,Corn
57065,False,Corn
57066,False,Corn
57067,False,Corn
57068,False,Corn
57069,False,Corn
57070,False,Corn
57071,False,Corn
57072,False,Corn
57073,False,Corn
57074,False,Corn
57075,False,Corn
57076,False,Corn
57077,False,Corn
57078,False,Corn
57079,False,Corn
57080,False,Corn
57081,False,Corn
57082,False,Corn
57083,False,Corn
57084,False,Corn
57085,False,Corn
57086,False,Corn
57087,False,Corn
57088,False,Corn
57089,False,Corn
57090,False,Corn
57091,False,Corn
57092,False,Corn
57093,False,Corn
57094,False,Corn
57095,False,Corn
57096,False,Corn
57097,False,Corn
57098,False,Corn
57099,False,Corn
57100,False,Corn
57101,False,Corn
57102,False,Corn
57103,False,Corn
57104,False,Corn
57105,False,Corn
57106,False,Corn
57107,False,Corn
57108,False,Corn
57109,False,Corn
57110,False,Corn
57111,False,Corn
57112,False,Corn
57113,False,Corn
57114,False,Corn
57115,False,Corn
57116,False,Corn
57117,False,Corn
57118,False,Corn
57119,False,Corn
57120,False,Corn
57121,False,Corn
57122,False,Corn
57123,False,Corn
57124,False,Corn
57125,False,Corn
57126,False,Corn
57127,False,Corn
57128,False,Corn
57129,False,Corn
57130,False,Corn
57131,False,Corn
57132,False,Corn
57133,False,Corn
57134,False,Corn
57135,False,Corn
57136,False,Corn
57137,False,Corn
57138,False,Corn
57139,True,Evergreen
57140,True,Evergreen
57141,True,Evergreen
57142,True,Evergreen
57143,True,Evergreen
57144,True,Evergreen
57145,True,Evergreen
57146,True,Evergreen
57147,True,Evergreen
57148,True,Evergreen
57149,False,Corn
57150,False,Corn
57151,False,Corn
57152,False,Corn
57153,False,Corn
57154,False,Corn
57155,False,Corn
57156,False,Corn
57157,False,Corn
57158,False,Corn
57159,True,Sorghum
57160,True,Sorghum
57161,True,Sorghum
57162,True,Sorghum
57163,True,Sorghum
57164,True,Sorghum
57165,True,Sorghum
57166,True,Sorghum
57167,True,Sorghum
57168,True,Sorghum
57169,True,Barley
57170,True,Barley
57171,True,Barley
57172,True,Barley
57173,True,Barley
57174,True,Barley
57175,True,Barley
57176,True,Barley
57177,True,Barley
57178,True,Barley
57179,False,Corn
57180,False,Corn
57181,False,Corn
57182,False,Corn
57183,False,Corn
57184,False,Corn
57185,False,Corn
57186,False,Corn
57187,False,Corn
57188,False,Corn
57189,False,Corn
57190,False,Corn
57191,False,Corn
57192,False,Corn
57193,False,Corn
57194,False,Corn
57195,False,Corn
57196,False,Corn
57197,False,Corn
57198,False,Corn
57199,False,Corn
57200,False,Corn
57201,False,Corn
57202,False,Corn
57203,False,Corn
57204,False,Corn
57205,False,Corn
57206,False,Corn
57207,False,Corn
57208,False,Corn
57209,False,Corn
57210,False,Corn
57211,False,Corn
57212,False,Corn
57213,False,Corn
57214,False,Corn
57215,False,Corn
57216,False,Corn
57217,False,Corn
57218,False,Corn
57219,False,Corn
57220,False,Corn
57221,False,Corn
57222,False,Corn
57223,False,Corn
57224,False,Corn
57225,False,Corn
57226,False,Corn
57227,False,Corn
57228,False,Corn
57229,False,Corn
57230,False,Corn
57231,False,Corn
57232,False,Corn
57233,False,Corn
57234,False,Corn
57235,False,Corn
57236,False,Corn
57237,False,Corn
57238,False,Corn
57239,False,Corn
57240,False,Corn
57241,False,Corn
57242,False,Corn
57243,False,Corn
57244,False,Corn
57245,False,Corn
57246,False,Corn
57247,False,Corn
57248,False,Corn
57249,False,Corn
57250,False,Corn
57251,False,Corn
57252,False,Corn
57253,False,Corn
57254,False,Corn
57255,False,Corn
57256,False,Corn
57257,False,Corn
57258,False,Corn
57259,True,Barley
57260,True,Barley
57261,True,Barley
57262,True,Barley
57263,True,Barley
57264,True,Barley
57265,True,Barley
57266,True,Barley
57267,True,Barley
57268,True,Barley
57269,False,Corn
57270,False,Corn
57271,False,Corn
57272,False,Corn
57273,False,Corn
57274,False,Corn
57275,False,Corn
57276,False,Corn
57277,False,Corn
57278,False,Corn
57279,True,Decideous
57280,True,Decideous
57281,True,Decideous
57282,True,Decideous
57283,True,Decideous
57284,True,Decideous
57285,True,Decideous
57286,True,Decideous
57287,True,Decideous
57288,True,Decideous
57289,True,Soy
57290,True,Soy
57291,True,Soy
57292,True,Soy
57293,True,Soy
57294,True,Soy
57295,True,Soy
57296,True,Soy
57297,True,Soy
57298,True,Soy
57299,False,Corn_Ensilage
57300,False,Corn_Ensilage
57301,False,Corn_Ensilage
57302,False,Corn_Ensilage
57303,False,Corn_Ensilage
57304,False,Corn_Ensilage
57305,False,Corn_Ensilage
57306,False,Corn_Ensilage
57307,False,Corn_Ensilage
57308,False,Corn_Ensilage
57309,False,Corn_Ensilage
57310,False,Corn_Ensilage
57311,False,Corn_Ensilage
57312,False,Corn_Ensilage
57313,False,Corn_Ensilage
57314,False,Corn_Ensilage
57315,False,Corn_Ensilage
57316,False,Corn_Ensilage
57317,False,Corn_Ensilage
57318,False,Corn_Ensilage
57319,False,Corn_Ensilage
57320,False,Corn_Ensilage
57321,False,Corn_Ensilage
57322,False,Corn_Ensilage
57323,False,Corn_Ensilage
57324,False,Corn_Ensilage
57325,False,Corn_Ensilage
57326,False,Corn_Ensilage
57327,False,Corn_Ensilage
57328,False,Corn_Ensilage
57329,False,Corn_Ensilage
57330,False,Corn_Ensilage
57331,False,Corn_Ensilage
57332,False,Corn_Ensilage
57333,False,Corn_Ensilage
57334,False,Corn_Ensilage
57335,False,Corn_Ensilage
57336,False,Corn_Ensilage
57337,False,Corn_Ensilage
57338,False,Corn_Ensilage
57339,False,Corn_Ensilage
57340,False,Corn_Ensilage
57341,False,Corn_Ensilage
57342,False,Corn_Ensilage
57343,False,Corn_Ensilage
57344,False,Corn_Ensilage
57345,False,Corn_Ensilage
57346,False,Corn_Ensilage
57347,False,Corn_Ensilage
57348,False,Corn_Ensilage
57349,False,Corn_Ensilage
57350,False,Corn_Ensilage
57351,False,Corn_Ensilage
57352,False,Corn_Ensilage
57353,False,Corn_Ensilage
57354,False,Corn_Ensilage
57355,False,Corn_Ensilage
57356,False,Corn_Ensilage
57357,False,Corn_Ensilage
57358,False,Corn_Ensilage
57359,True,Rapeseed
57360,True,Rapeseed
57361,True,Rapeseed
57362,True,Rapeseed
57363,True,Rapeseed
57364,True,Rapeseed
57365,True,Rapeseed
57366,True,Rapeseed
57367,True,Rapeseed
57368,True,Rapeseed
57369,True,Rapeseed
57370,True,Rapeseed
57371,True,Rapeseed
57372,True,Rapeseed
57373,True,Rapeseed
57374,True,Rapeseed
57375,True,Rapeseed
57376,True,Rapeseed
57377,True,Rapeseed
57378,True,Rapeseed
57379,False,Corn_Ensilage
57380,False,Corn_Ensilage
57381,False,Corn_Ensilage
57382,False,Corn_Ensilage
57383,False,Corn_Ensilage
57384,False,Corn_Ensilage
57385,False,Corn_Ensilage
57386,False,Corn_Ensilage
57387,False,Corn_Ensilage
57388,False,Corn_Ensilage
57389,False,Corn_Ensilage
57390,False,Corn_Ensilage
57391,False,Corn_Ensilage
57392,False,Corn_Ensilage
57393,False,Corn_Ensilage
57394,False,Corn_Ensilage
57395,False,Corn_Ensilage
57396,False,Corn_Ensilage
57397,False,Corn_Ensilage
57398,False,Corn_Ensilage
57399,False,Corn_Ensilage
57400,False,Corn_Ensilage
57401,False,Corn_Ensilage
57402,False,Corn_Ensilage
57403,False,Corn_Ensilage
57404,False,Corn_Ensilage
57405,False,Corn_Ensilage
57406,False,Corn_Ensilage
57407,False,Corn_Ensilage
57408,False,Corn_Ensilage
57409,True,Rapeseed
57410,True,Rapeseed
57411,True,Rapeseed
57412,True,Rapeseed
57413,True,Rapeseed
57414,True,Rapeseed
57415,True,Rapeseed
57416,True,Rapeseed
57417,True,Rapeseed
57418,True,Rapeseed
57419,True,Rapeseed
57420,True,Rapeseed
57421,True,Rapeseed
57422,True,Rapeseed
57423,True,Rapeseed
57424,True,Rapeseed
57425,True,Rapeseed
57426,True,Rapeseed
57427,True,Rapeseed
57428,True,Rapeseed
57429,False,Corn_Ensilage
57430,False,Corn_Ensilage
57431,False,Corn_Ensilage
57432,False,Corn_Ensilage
57433,False,Corn_Ensilage
57434,False,Corn_Ensilage
57435,False,Corn_Ensilage
57436,False,Corn_Ensilage
57437,False,Corn_Ensilage
57438,False,Corn_Ensilage
57439,False,Corn_Ensilage
57440,False,Corn_Ensilage
57441,False,Corn_Ensilage
57442,False,Corn_Ensilage
57443,False,Corn_Ensilage
57444,False,Corn_Ensilage
57445,False,Corn_Ensilage
57446,False,Corn_Ensilage
57447,False,Corn_Ensilage
57448,False,Corn_Ensilage
57449,False,Corn_Ensilage
57450,False,Corn_Ensilage
57451,False,Corn_Ensilage
57452,False,Corn_Ensilage
57453,False,Corn_Ensilage
57454,False,Corn_Ensilage
57455,False,Corn_Ensilage
57456,False,Corn_Ensilage
57457,False,Corn_Ensilage
57458,False,Corn_Ensilage
57459,False,Corn_Ensilage
57460,False,Corn_Ensilage
57461,False,Corn_Ensilage
57462,False,Corn_Ensilage
57463,False,Corn_Ensilage
57464,False,Corn_Ensilage
57465,False,Corn_Ensilage
57466,False,Corn_Ensilage
57467,False,Corn_Ensilage
57468,False,Corn_Ensilage
57469,True,Sunflower
57470,True,Sunflower
57471,True,Sunflower
57472,True,Sunflower
57473,True,Sunflower
57474,True,Sunflower
57475,True,Sunflower
57476,True,Sunflower
57477,True,Sunflower
57478,True,Sunflower
57479,False,Corn_Ensilage
57480,False,Corn_Ensilage
57481,False,Corn_Ensilage
57482,False,Corn_Ensilage
57483,False,Corn_Ensilage
57484,False,Corn_Ensilage
57485,False,Corn_Ensilage
57486,False,Corn_Ensilage
57487,False,Corn_Ensilage
57488,False,Corn_Ensilage
57489,True,Sorghum
57490,True,Sorghum
57491,True,Sorghum
57492,True,Sorghum
57493,True,Sorghum
57494,True,Sorghum
57495,True,Sorghum
57496,True,Sorghum
57497,True,Sorghum
57498,True,Sorghum
57499,False,Corn_Ensilage
57500,False,Corn_Ensilage
57501,False,Corn_Ensilage
57502,False,Corn_Ensilage
57503,False,Corn_Ensilage
57504,False,Corn_Ensilage
57505,False,Corn_Ensilage
57506,False,Corn_Ensilage
57507,False,Corn_Ensilage
57508,False,Corn_Ensilage
57509,False,Corn_Ensilage
57510,False,Corn_Ensilage
57511,False,Corn_Ensilage
57512,False,Corn_Ensilage
57513,False,Corn_Ensilage
57514,False,Corn_Ensilage
57515,False,Corn_Ensilage
57516,False,Corn_Ensilage
57517,False,Corn_Ensilage
57518,False,Corn_Ensilage
57519,False,Corn_Ensilage
57520,False,Corn_Ensilage
57521,False,Corn_Ensilage
57522,False,Corn_Ensilage
57523,False,Corn_Ensilage
57524,False,Corn_Ensilage
57525,False,Corn_Ensilage
57526,False,Corn_Ensilage
57527,False,Corn_Ensilage
57528,False,Corn_Ensilage
57529,False,Corn_Ensilage
57530,False,Corn_Ensilage
57531,False,Corn_Ensilage
57532,False,Corn_Ensilage
57533,False,Corn_Ensilage
57534,False,Corn_Ensilage
57535,False,Corn_Ensilage
57536,False,Corn_Ensilage
57537,False,Corn_Ensilage
57538,False,Corn_Ensilage
57539,False,Corn_Ensilage
57540,False,Corn_Ensilage
57541,False,Corn_Ensilage
57542,False,Corn_Ensilage
57543,False,Corn_Ensilage
57544,False,Corn_Ensilage
57545,False,Corn_Ensilage
57546,False,Corn_Ensilage
57547,False,Corn_Ensilage
57548,False,Corn_Ensilage
57549,False,Corn_Ensilage
57550,False,Corn_Ensilage
57551,False,Corn_Ensilage
57552,False,Corn_Ensilage
57553,False,Corn_Ensilage
57554,False,Corn_Ensilage
57555,False,Corn_Ensilage
57556,False,Corn_Ensilage
57557,False,Corn_Ensilage
57558,False,Corn_Ensilage
57559,False,Corn_Ensilage
57560,False,Corn_Ensilage
57561,False,Corn_Ensilage
57562,False,Corn_Ensilage
57563,False,Corn_Ensilage
57564,False,Corn_Ensilage
57565,False,Corn_Ensilage
57566,False,Corn_Ensilage
57567,False,Corn_Ensilage
57568,False,Corn_Ensilage
57569,True,Sunflower
57570,True,Sunflower
57571,True,Sunflower
57572,True,Sunflower
57573,True,Sunflower
57574,True,Sunflower
57575,True,Sunflower
57576,True,Sunflower
57577,True,Sunflower
57578,True,Sunflower
57579,False,Corn_Ensilage
57580,False,Corn_Ensilage
57581,False,Corn_Ensilage
57582,False,Corn_Ensilage
57583,False,Corn_Ensilage
57584,False,Corn_Ensilage
57585,False,Corn_Ensilage
57586,False,Corn_Ensilage
57587,False,Corn_Ensilage
57588,False,Corn_Ensilage
57589,False,Corn_Ensilage
57590,False,Corn_Ensilage
57591,False,Corn_Ensilage
57592,False,Corn_Ensilage
57593,False,Corn_Ensilage
57594,False,Corn_Ensilage
57595,False,Corn_Ensilage
57596,False,Corn_Ensilage
57597,False,Corn_Ensilage
57598,False,Corn_Ensilage
57599,False,Corn_Ensilage
57600,False,Corn_Ensilage
57601,False,Corn_Ensilage
57602,False,Corn_Ensilage
57603,False,Corn_Ensilage
57604,False,Corn_Ensilage
57605,False,Corn_Ensilage
57606,False,Corn_Ensilage
57607,False,Corn_Ensilage
57608,False,Corn_Ensilage
57609,False,Corn_Ensilage
57610,False,Corn_Ensilage
57611,False,Corn_Ensilage
57612,False,Corn_Ensilage
57613,False,Corn_Ensilage
57614,False,Corn_Ensilage
57615,False,Corn_Ensilage
57616,False,Corn_Ensilage
57617,False,Corn_Ensilage
57618,False,Corn_Ensilage
57619,False,Corn_Ensilage
57620,False,Corn_Ensilage
57621,False,Corn_Ensilage
57622,False,Corn_Ensilage
57623,False,Corn_Ensilage
57624,False,Corn_Ensilage
57625,False,Corn_Ensilage
57626,False,Corn_Ensilage
57627,False,Corn_Ensilage
57628,False,Corn_Ensilage
57629,False,Corn_Ensilage
57630,False,Corn_Ensilage
57631,False,Corn_Ensilage
57632,False,Corn_Ensilage
57633,False,Corn_Ensilage
57634,False,Corn_Ensilage
57635,False,Corn_Ensilage
57636,False,Corn_Ensilage
57637,False,Corn_Ensilage
57638,False,Corn_Ensilage
57639,False,Corn_Ensilage
57640,False,Corn_Ensilage
57641,False,Corn_Ensilage
57642,False,Corn_Ensilage
57643,False,Corn_Ensilage
57644,False,Corn_Ensilage
57645,False,Corn_Ensilage
57646,False,Corn_Ensilage
57647,False,Corn_Ensilage
57648,False,Corn_Ensilage
57649,False,Corn_Ensilage
57650,False,Corn_Ensilage
57651,False,Corn_Ensilage
57652,False,Corn_Ensilage
57653,False,Corn_Ensilage
57654,False,Corn_Ensilage
57655,False,Corn_Ensilage
57656,False,Corn_Ensilage
57657,False,Corn_Ensilage
57658,False,Corn_Ensilage
57659,False,Corn_Ensilage
57660,False,Corn_Ensilage
57661,False,Corn_Ensilage
57662,False,Corn_Ensilage
57663,False,Corn_Ensilage
57664,False,Corn_Ensilage
57665,False,Corn_Ensilage
57666,False,Corn_Ensilage
57667,False,Corn_Ensilage
57668,False,Corn_Ensilage
57669,False,Corn_Ensilage
57670,False,Corn_Ensilage
57671,False,Corn_Ensilage
57672,False,Corn_Ensilage
57673,False,Corn_Ensilage
57674,False,Corn_Ensilage
57675,False,Corn_Ensilage
57676,False,Corn_Ensilage
57677,False,Corn_Ensilage
57678,False,Corn_Ensilage
57679,False,Corn_Ensilage
57680,False,Corn_Ensilage
57681,False,Corn_Ensilage
57682,False,Corn_Ensilage
57683,False,Corn_Ensilage
57684,False,Corn_Ensilage
57685,False,Corn_Ensilage
57686,False,Corn_Ensilage
57687,False,Corn_Ensilage
57688,False,Corn_Ensilage
57689,False,Corn_Ensilage
57690,False,Corn_Ensilage
57691,False,Corn_Ensilage
57692,False,Corn_Ensilage
57693,False,Corn_Ensilage
57694,False,Corn_Ensilage
57695,False,Corn_Ensilage
57696,False,Corn_Ensilage
57697,False,Corn_Ensilage
57698,False,Corn_Ensilage
57699,False,Corn_Ensilage
57700,False,Corn_Ensilage
57701,False,Corn_Ensilage
57702,False,Corn_Ensilage
57703,False,Corn_Ensilage
57704,False,Corn_Ensilage
57705,False,Corn_Ensilage
57706,False,Corn_Ensilage
57707,False,Corn_Ensilage
57708,False,Corn_Ensilage
57709,False,Corn_Ensilage
57710,False,Corn_Ensilage
57711,False,Corn_Ensilage
57712,False,Corn_Ensilage
57713,False,Corn_Ensilage
57714,False,Corn_Ensilage
57715,False,Corn_Ensilage
57716,False,Corn_Ensilage
57717,False,Corn_Ensilage
57718,False,Corn_Ensilage
57719,False,Corn_Ensilage
57720,False,Corn_Ensilage
57721,False,Corn_Ensilage
57722,False,Corn_Ensilage
57723,False,Corn_Ensilage
57724,False,Corn_Ensilage
57725,False,Corn_Ensilage
57726,False,Corn_Ensilage
57727,False,Corn_Ensilage
57728,False,Corn_Ensilage
57729,False,Corn_Ensilage
57730,False,Corn_Ensilage
57731,False,Corn_Ensilage
57732,False,Corn_Ensilage
57733,False,Corn_Ensilage
57734,False,Corn_Ensilage
57735,False,Corn_Ensilage
57736,False,Corn_Ensilage
57737,False,Corn_Ensilage
57738,False,Corn_Ensilage
57739,False,Corn_Ensilage
57740,False,Corn_Ensilage
57741,False,Corn_Ensilage
57742,False,Corn_Ensilage
57743,False,Corn_Ensilage
57744,False,Corn_Ensilage
57745,False,Corn_Ensilage
57746,False,Corn_Ensilage
57747,False,Corn_Ensilage
57748,False,Corn_Ensilage
57749,False,Corn_Ensilage
57750,False,Corn_Ensilage
57751,False,Corn_Ensilage
57752,False,Corn_Ensilage
57753,False,Corn_Ensilage
57754,False,Corn_Ensilage
57755,False,Corn_Ensilage
57756,False,Corn_Ensilage
57757,False,Corn_Ensilage
57758,False,Corn_Ensilage
57759,True,Sorghum
57760,True,Sorghum
57761,True,Sorghum
57762,True,Sorghum
57763,True,Sorghum
57764,True,Sorghum
57765,True,Sorghum
57766,True,Sorghum
57767,True,Sorghum
57768,True,Sorghum
57769,False,Corn_Ensilage
57770,False,Corn_Ensilage
57771,False,Corn_Ensilage
57772,False,Corn_Ensilage
57773,False,Corn_Ensilage
57774,False,Corn_Ensilage
57775,False,Corn_Ensilage
57776,False,Corn_Ensilage
57777,False,Corn_Ensilage
57778,False,Corn_Ensilage
57779,False,Sorghum
57780,False,Sorghum
57781,False,Sorghum
57782,False,Sorghum
57783,False,Sorghum
57784,False,Sorghum
57785,False,Sorghum
57786,False,Sorghum
57787,False,Sorghum
57788,False,Sorghum
57789,True,Sunflower
57790,True,Sunflower
57791,True,Sunflower
57792,True,Sunflower
57793,True,Sunflower
57794,True,Sunflower
57795,True,Sunflower
57796,True,Sunflower
57797,True,Sunflower
57798,True,Sunflower
57799,False,Sorghum
57800,False,Sorghum
57801,False,Sorghum
57802,False,Sorghum
57803,False,Sorghum
57804,False,Sorghum
57805,False,Sorghum
57806,False,Sorghum
57807,False,Sorghum
57808,False,Sorghum
57809,False,Sorghum
57810,False,Sorghum
57811,False,Sorghum
57812,False,Sorghum
57813,False,Sorghum
57814,False,Sorghum
57815,False,Sorghum
57816,False,Sorghum
57817,False,Sorghum
57818,False,Sorghum
57819,False,Sorghum
57820,False,Sorghum
57821,False,Sorghum
57822,False,Sorghum
57823,False,Sorghum
57824,False,Sorghum
57825,False,Sorghum
57826,False,Sorghum
57827,False,Sorghum
57828,False,Sorghum
57829,True,Soy
57830,True,Soy
57831,True,Soy
57832,True,Soy
57833,True,Soy
57834,True,Soy
57835,True,Soy
57836,True,Soy
57837,True,Soy
57838,True,Soy
57839,False,Sorghum
